Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
23292,Portugal,"Grand'Arte is the top range from DFJ Vinhos, highlighting wines that express the individual varieties. Labeled Shiraz rather than Syrah, this is a powerful, spicy, rich wine. Solid tannins and dark black fruits are layered with acidity and ripe plums. With its structure, it will age well for a value-priced wine	 drink from 2017.",Grand'Arte,91,13.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2012 Grand'Arte Shiraz (Lisboa),Shiraz,DFJ Vinhos			,,91000,16.38
23693,Portugal,"The wine comes from the hilltop town of Estremoz in Alentejo, where the streets are paved with local marble. It is an oak-aged wine with touches of spice as well as attractive juicy black-currant fruits. The wine is soft, developing quickly and likely to be drinkable from 2018.",DJ Escolha da EnÃ³loga,87,13.0,Alentejano,,,Roger Voss,@vossroger,Encostas de Estremoz 2016 DJ Escolha da EnÃ³loga Red (Alentejano),Portuguese Red,Encostas de Estremoz				,,87000,15.66
23740,Portugal,"Grown in the southern part of the Minho, close to the Douro, this Alvarinho is a ripe while still textured and tangy wine. It has fine, fresh lemon acidity that's rounded out by apricot and pear flavors. Drink now.",,87,13.0,Minho,,,Roger Voss,@vossroger,Aveleda 2014 Alvarinho (Minho),Alvarinho,Aveleda				,,87000,15.66
23743,Portugal,"This wine is soft, fruity, rounded and red fruit flavored. Soft tannins and black plum skins give the wine a light structure. The wine is developing well and will be ready to drink from 2016.",Cascas Winemaker Selection,87,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2014 Cascas Winemaker Selection Red (Douro),Portuguese Red,Casca Wines				,,87000,15.66
23770,Portugal,"This is a soft blend of five local varieties, offering a generous, concentrated wine. Black fruit tones are balanced by a strong mineral character that brings out a tight texture. From the end of 2016, it will be a fine, ripe and accessible wine.",Mondeco,89,13.0,DÃ£o,,,Roger Voss,@vossroger,Fontes da Cunha 2011 Mondeco Red (DÃ£o),Portuguese Red,Fontes da Cunha				,,89000,16.02
23974,Portugal,"Assobio is from a single vineyard in the Quinta dos MurÃ§as estate. A powerful, structured expression of Douro wine, it has black fruits, dark tannins, some subtle layers of wood aging and great concentration. Dark and richly fruity, it needs to mature before drinking. Wait until 2017.",Assobio,94,13.0,Douro,,,Roger Voss,@vossroger,Quinta dos MurÃ§as 2011 Assobio Red (Douro),Portuguese Red,Quinta dos MurÃ§as				,,94000,16.919999999999998
24691,Portugal,"A superripe, soft wine, all pear and yellow fruit flavors, touched with apricot juice and light honey and lemon. The wine rolls smoothly with a light texture of pear skins.",Sexy Branco,85,13.0,Alentejano,,,Roger Voss,@vossroger,Fitapreta Vinhos 2008 Sexy Branco White (Alentejano),Portuguese White,Fitapreta Vinhos				,,85000,15.299999999999999
25267,Portugal,"This is a rich, wood-aged wine with spice, apricot and ripe plum fruits and a mineral texture. It is rounded as well as fresh, crisp with acidity while full in fruits. Drink this delicious wine now.",Quinta das Amoras Reserva Branco,87,13.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2012 Quinta das Amoras Reserva Branco White (Lisboa),Portuguese White,Casa Santos Lima				,,87000,15.66
25362,Portugal,"A very firm wine, this shows fine tannins alongside a cool black-currant fruit character. It's solid but young, with pepper, fresh fruit and a bright aftertaste.",,87,13.0,Tejo,,,Roger Voss,@vossroger,Moura Basto 2012 Red (Tejo),Portuguese Red,Moura Basto				,,87000,15.66
27933,Portugal,"Earthy wine that has rich, chewy fruit, its tannins a serious element. There is weight as well, the wine ripe, full, with juicy plum flavors.",Pactus,85,13.0,Lisboa,,,Roger Voss,@vossroger,Quinta do Carneiro 2008 Pactus Touriga Nacional (Lisboa),Touriga Nacional,Quinta do Carneiro				,,85000,15.299999999999999
28473,Portugal,"Firmly tannic, it's based entirely on the rich structure of Alicante Bouschet. It has an interplay of dark fruits, spicy wood-aging and acidity. They are combining well to give a well-structured wine that's ripe and juicy. Drink from 2017.",Premium,90,13.0,Tejo,,,Roger Voss,@vossroger,Fiuza 2012 Premium Alicante Bouschet (Tejo),Alicante Bouschet,Fiuza				,,90000,16.2
28652,Portugal,This blend of Trajadura and Alvarinho comes from the far north of the Vinho Verde region. The wine is cool and perfumed with apricot as well as creamed pear flavors. Drink the wine now.,Blue,85,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de MelgaÃ§o 2016 Blue White (Vinho Verde),Portuguese White,Quintas de MelgaÃ§o				,,85000,15.299999999999999
28737,Portugal,"On the lean side, this is a dry, tannic wine with more structure than flesh. It's firm, with a strong sense of wood aging followed by some acidity. It could soften in 3â€“4 years.",TopÃ¡zio,84,13.0,Douro,,,Roger Voss,@vossroger,Caves Velhas 2012 TopÃ¡zio Red (Douro),Portuguese Red,Caves Velhas				,,84000,15.12
28862,Portugal,"This fruity wine is made to be drunk young. It has soft tannins, perfumed blackberry fruit and just enough acidity. Smoothly textured, it's a great barbecue-style of red. The wine is named after the vineyard rather than after the literal Portuguese meaning of â€œscantily dressed.â€ Drink now.",Pouca Roupa Tinto,86,13.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2015 Pouca Roupa Tinto Red (Alentejano),Portuguese Red,J. Portugal Ramos				,,86000,15.479999999999999
29596,Portugal,"Avesso is the hallmark white grape from the south of the Vinho Verde region. This wine is deliciously crisp, with a touch of oak to add spice. It is full of ripe apples, with an aftertaste that brims with acidity.",Avesso Superior,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2016 Avesso Superior Avesso (Vinho Verde),Avesso,Casa de Vilacetinho				,,88000,15.84
29606,Portugal,"This blend of FernÃ£o Pires, Arinto, Sauvignon Blanc and, unusually, Marsanne is ripe, with a deliciously perfumed character. Acidity and bright fruit give crispness that contrasts with the rich texture. Drink from 2018.",Vinho Branco,88,13.0,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2016 Vinho Branco White (Tejo),Portuguese White,Quinta da Alorna				,,88000,15.84
30431,Portugal,"While this wine is dry and firm, it is also full of ripe black-plum-skin flavors and juicy acidity. The two together have produced a wine that should be ready to drink from 2018.",Reserva,87,13.0,Douro,,,Roger Voss,@vossroger,BarÃ£o de Vilar 2012 Reserva Red (Douro),Portuguese Red,BarÃ£o de Vilar				,,87000,15.66
30499,Portugal,"This is a delicious wine, where the richness of Chardonnay dominates the fresher character of Arinto, resulting in a creamy, full-textured wine with touches of vanilla and ripe yellow fruits. It's well balanced, with the ripe acidity showing well at the end.",Margarides,90,13.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Monteiro 2012 Margarides White (Tejo),Portuguese White,Quinta do Casal Monteiro				,,90000,16.2
30538,Portugal,"Citrus and ripe yellow fruits weave harmoniously throughout this warm, rich wine. There is no wood, just generous fruitiness and acidity in a creamy texture. It is approachable now, although it will be better from 2016.",Grand'Arte,88,13.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2014 Grand'Arte Chardonnay (Lisboa),Chardonnay,DFJ Vinhos				,,88000,15.84
30648,Portugal,"You want rich fruit, here it is. The wine is soft, with dense, sweet plum flavors followed by milk chocolate smoothness. Drink now. Screwcap.",Cape Roca Fisherman,84,13.0,Tejo,,,Roger Voss,@vossroger,Casca Wines 2009 Cape Roca Fisherman Red (Tejo),Portuguese Red,Casca Wines				,,84000,15.12
30724,Portugal,"Planting Alvarinho in the Lisboa region, many miles south of its native Minho, could be risky. But winemaker JosÃ© Neiva Correia took a chance on the ocean-climate similarities and the result is a wine that's as fresh and crisp as possible. Citrus, green plums and lively acidity all come together in a wine that has a bright, spicy aftertaste.",Aluado,88,13.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Aluado Alvarinho (Lisboa),Alvarinho,DFJ Vinhos				,,88000,15.84
31383,Portugal,"Already delicious, this wine is piled high with blackberry fruits and sweet tannins that are supported by spicy wood flavors. It's soft and velvet in texture, very ready to drink now.",Terra D'Alter,88,13.0,Alentejano,,,Roger Voss,@vossroger,Terras de Alter 2012 Terra D'Alter Red (Alentejano),Touriga Nacional Blend,Terras de Alter				,,88000,15.84
31697,Portugal,"This is stylish Douro, a wine that reveals minerality, red berry fruits with tannins and acidity that cut through the structure. This wine is ready to drink.",Evel Tinto,88,13.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2007 Evel Tinto Red (Douro),Portuguese Red,Real Companhia Velha				,,88000,15.84
32384,Portugal,"With a preponderance of Touriga Nacional and Tinta Roriz, this ripe, smooth wine comes from the central Douro in PinhÃ£o. It is fruity, with attractive red fruits and acidity. Tannins are gently in the background, leaving the fruit right up front.",Carvalhas QV,87,13.0,Douro,,,Roger Voss,@vossroger,Quinta das Carvalhas 2014 Carvalhas QV Red (Douro),Portuguese Red,Quinta das Carvalhas				,,87000,15.66
33072,Portugal,"This is a rich, smoothly textured wine. Pear and apricot fruits are blended with shots of lemon to give a perfumed wine that has a lightly spicy character. Drink this ripe wine from 2017.",Assobio Branco,87,13.0,Douro,,,Roger Voss,@vossroger,Quinta dos MurÃ§as 2015 Assobio Branco White (Douro),Portuguese White,Quinta dos MurÃ§as				,,87000,15.66
33467,Portugal,"This wine is finely balanced, ripe with plenty of fruit and crisp with an edge of acidity. Its blackberry fruit and attractive tannic structure make this a wine that is ready to drink.",RipanÃ§o Private Selection,88,13.0,Alentejano,,,Roger Voss,@vossroger,JosÃ© Maria da Fonseca 2014 RipanÃ§o Private Selection Red (Alentejano),Portuguese Red,JosÃ© Maria da Fonseca				,,88000,15.84
34219,Portugal,Light tannins are dominated by the black cherry and ripe berry fruits. Acidity and a fresh character make this wine accessible and ready to drink.,Santos da Casa,86,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2013 Santos da Casa Red (Douro),Portuguese Red,Casca Wines				,,86000,15.479999999999999
34220,Portugal,"This blend of Syrah, CastelÃ£o and Aragonez has the typical cool feel of a wine from coastal Lisboa. It offers firm tannins, stalky black currant fruits and bright acidity, all packaged in a smooth texture with a soft, juicy aftertaste.",Bote,86,13.0,Lisboa,,,Roger Voss,@vossroger,Casca Wines 2014 Bote Red (Lisboa),Portuguese Red,Casca Wines				,,86000,15.479999999999999
34239,Portugal,"This  Alvarinho, grown in the southern part of the Vinho Verde region, has richness as well as typical peach and pear flavors. The acidity comes through with its citrus edge to give a crisp aftertaste to a ripe-fruit flavored wine.",,88,13.0,Minho,,,Roger Voss,@vossroger,Aveleda 2012 Alvarinho (Minho),Alvarinho,Aveleda				,,88000,15.84
34832,Portugal,"This wine gets its name from the fossils that abound in the landscape of the vineyards. A blend of Arinto, Viognier and Chardonnay, it is ripe and perfumed. The texture is smooth, but with a mineral edge. Yellow fruits dominate the flavor profile that's balanced with acidity. Drink the wine now.",Stones & Bones,89,13.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Stones & Bones White (Lisboa),Portuguese White,Casa Santos Lima				,,89000,16.02
35091,Portugal,"Very Douro in its mineral texture and dry core, it also has a surround of ripe black fruits. It's concentrated and has some aging potential, although it can be drunk now.",Porrais,87,13.0,Douro,,,Roger Voss,@vossroger,Quinta de Porrais 2010 Porrais Red (Douro),Portuguese Red,Quinta de Porrais				,,87000,15.66
36332,Portugal,"A bright, lemon flavored wine with tight acidity and an attractive mineral texture. It is floral, zesty and very ready to drink.",,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Vila Nova 2015 Loureiro (Vinho Verde),Loureiro,Vila Nova				,,87000,15.66
36366,Portugal,"With Syrah and Aragonez (Tempranillo) forming the blend, it's no surprise that this is an aromatic, smoothly tannic wine. The earthy aromas blow away to give a wine with structure, flavors of blueberries and raspberries plus a dense, tarry aftertaste. Drink from 2016.",Dory,88,13.0,Lisboa,,,Roger Voss,@vossroger,Adega MÃ£e 2012 Dory Red (Lisboa),Portuguese Red,Adega MÃ£e				,,88000,15.84
37841,Portugal,"A ripe, smooth wine, dominated by juicy Trincadeira that has been tamed by 12 months wood aging. There's great spice, toast, dark berry fruits and good concentration. The tannins and the fine acidity promise aging potential.",Adegaborba.pt Reserva,89,13.0,Alentejo,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2004 Adegaborba.pt Reserva Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba				,,89000,16.02
39541,Portugal,"For a Syrah, this is soft, offering more of the smooth tannins than any bigger structure. It does have weight, with a dusty character and some juicy sweet plums and raisins, leavened by acidity.",Senses,87,13.0,Alentejano,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2009 Senses Syrah (Alentejano),Syrah,Adega Cooperativa de Borba				,,87000,15.66
39600,Portugal,"This finely structured wine from the Quinta dos Murcas estate has ripe flavors of spice and red berry. Its warm feel is shot through with acidity for the perfect amount of tension. You can drink this now, but it would benefit from another year of aging.",Assobio,88,13.0,Douro,,,Roger Voss,@vossroger,Quinta dos MurÃ§as 2009 Assobio Red (Douro),Portuguese Red,Quinta dos MurÃ§as				,,88000,15.84
39709,Portugal,"A ripe, smooth wine that is lightly textured and rich. It has a crisp line of acidity to cut through the spice, the orange and the apple fruitiness. There is no hint of the high alcohol on this fragrant, fruity wine. Drink now.",V,87,13.0,Alentejano,,,Roger Voss,@vossroger,Herdade do EsporÃ£o 2012 V Verdelho (Alentejano),Verdelho,Herdade do EsporÃ£o				,,87000,15.66
40019,Portugal,"A young and fruity tawny that has dried fruits and fresh black fig and toffee. It is a smoothly textured wine, the spirit fully integrated into the sweetness and richness. Drink now.",Martha's Slim Collection Tawny,87,13.0,Port,,,Roger Voss,@vossroger,Martha's Wines NV Martha's Slim Collection Tawny  (Port),Port,Martha's Wines				,,87000,15.66
40451,Portugal,"Very soft, perfumed with bright red cherry fruits, this is a lively rosÃ©, light and bright, lilting on the mouth, finishing with mineral acidity. Screw cap.",Cape Roca Fisherman,85,13.0,Tejo,,,Roger Voss,@vossroger,Casca Wines 2009 Cape Roca Fisherman RosÃ© (Tejo),RosÃ©,Casca Wines				,,85000,15.299999999999999
40950,Portugal,"A dark, ripe and fruity wine that is full of dense red-fruit aromas and spicy tannins. The palate offers ample freshness, with crisp, juicy red berry fruit up front. Drink now and until 2017.",Samora Tinto,86,13.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2011 Samora Tinto Red (Tejo),Portuguese Red,Wines & Winemakers				,,86000,15.479999999999999
